mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
42.455453872680664,1.2440407753502607,0.13137445449829102,0.04096476238361851,0.01,5,500,0.5,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.5}",-0.5576277538246195,-0.5888614649724089,-0.5873493409817462,-0.585528250623442,-0.5735681330357123,-0.5785869886875858,0.011789853570014018,22
41.09368181228638,1.969556761046483,0.13164753913879396,0.04321442471793315,0.01,5,500,0.7,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.7}",-0.5590327881528362,-0.5931084742293045,-0.5916827311649803,-0.5893219894143797,-0.5736699485182256,-0.5813631862959452,0.01315765884003567,24
9.766795206069947,1.2984393715481104,0.08789529800415039,0.024255543449777116,0.01,7,100,0.3,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.3}",-0.5325369903034011,-0.546765137134275,-0.5517663163839427,-0.5461425612831171,-0.5314130947460918,-0.5417248199701655,0.008203667188924124,4
11.023739099502563,0.8614750327456845,0.09863743782043458,0.03609219431134293,0.01,7,100,0.5,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.5}",-0.5337750296676816,-0.5472881029760627,-0.5541079336079792,-0.5489844428411766,-0.5323079935923002,-0.54329270053704,0.008678459343966887,7
12.564911508560181,2.369781562968667,0.1136556625366211,0.01670669151978629,0.01,7,100,0.7,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",-0.5379512565890143,-0.5520032808602522,-0.5551468201158012,-0.5532450655065476,-0.5341523694990924,-0.5464997585141416,0.008672883022751989,9
24.69119095802307,3.5731348240895753,0.08376164436340332,0.0042079404891557995,0.01,7,300,0.3,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.3}",-0.5524117391054315,-0.5795640120472516,-0.5822408131898354,-0.5770670129213497,-0.5622719484264914,-0.570711105138072,0.011469889759280169,16
25.490444660186768,1.217983214127978,0.08358983993530274,0.004896116947038458,0.01,7,300,0.5,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.5}",-0.5528300251817565,-0.5813871300156456,-0.5810618366319052,-0.5772447117073418,-0.5619454017696949,-0.5708938210612688,0.011490925244292426,19
31.73614892959595,1.310065542297398,0.09300708770751953,0.007373988411919219,0.01,7,300,0.7,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.7}",-0.5547358683224185,-0.5853575598150995,-0.5838808499717248,-0.5833708243039755,-0.5655837658260061,-0.5745857736478449,0.012285453368788874,21
40.368493461608885,2.5028947191305,0.09111695289611817,0.005245589117649684,0.01,7,500,0.3,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.3}",-0.563300378190694,-0.5956099395834983,-0.5971075908327274,-0.59316826860088,-0.5824631461797627,-0.5863298646775126,0.012604377805699367,27
50.62333679199219,4.125000023912225,0.09455676078796386,0.015015707761690249,0.01,7,500,0.5,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.5}",-0.5628781218906606,-0.5971781857836181,-0.5945513670127263,-0.5918457035542694,-0.5811166001510037,-0.5855139956784556,0.012566127531020455,26
61.627762174606325,2.9177349059376976,0.09053244590759277,0.02766873976365297,0.01,7,500,0.7,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.7}",-0.566034012979433,-0.6023582844057704,-0.5952049085199006,-0.5980231235322951,-0.5826660644885725,-0.5888572787851942,0.01315914026409658,28
3.535854434967041,0.06465735280768004,0.08275833129882812,0.019309850610919395,0.1,3,100,0.3,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.3}",-0.5661122304123435,-0.601149599634389,-0.6112366582305624,-0.5970769307366159,-0.613186073387981,-0.5977522984803784,0.01692997962102238,30
3.76669602394104,0.7219146283375412,0.08932347297668457,0.021527755362861705,0.1,3,100,0.5,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.5}",-0.5651052836188274,-0.5937551995181735,-0.6020034165220928,-0.6002686658493618,-0.5870993217806987,-0.5896463774578308,0.013350390430764868,29
4.745027256011963,0.5208270145202074,0.08370561599731445,0.013498748642277354,0.1,3,100,0.7,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",-0.5626073486371277,-0.5914943284389955,-0.5935885390098411,-0.5953016373015502,-0.582448798194124,-0.5850881303163277,0.012082745269515286,25
9.862061405181885,0.3744234168817419,0.06894521713256836,0.0046478242058730565,0.1,3,300,0.3,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.3}",,,-0.6725854385385427,,,,,61
11.294634914398193,0.9325834914390132,0.07349562644958496,0.0037869481547574643,0.1,3,300,0.5,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.5}",-0.5991243718638473,,-0.6376936321984642,-0.6376616272337515,-0.6280936783242564,,,62
10.943958568572999,0.6573589980527935,0.06825375556945801,0.0044491568712656205,0.1,3,300,0.7,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.7}",-0.5848076428293754,,,-0.6226050482226896,-0.6123825705987619,,,63
14.294415998458863,0.7837211978299453,0.07230105400085449,0.006728421847354284,0.1,3,500,0.3,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,64
17.20876989364624,0.28499412482790665,0.0763432502746582,0.005743899411725009,0.1,3,500,0.5,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.5}",,,-0.669547256342568,,,,,65
17.31480417251587,0.4016488263960637,0.07228875160217285,0.0034087954790605877,0.1,3,500,0.7,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.7}",-0.6047139811584871,,,-0.6408078142314216,,,,66
4.944234800338745,0.23661747383476164,0.06710753440856934,0.003303952772052509,0.1,5,100,0.3,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.3}",-0.5970564534788092,-0.629608064635629,-0.6340004521682906,-0.6181986066983818,,,,67
5.6603209495544435,0.046170639338550146,0.06755146980285645,0.001273449126260842,0.1,5,100,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.5}",-0.5870476275126792,-0.609420807047218,-0.6223374213210845,-0.6191256625178597,-0.6058971499295449,-0.6087657336656773,0.012424595448524768,32
5.865485143661499,0.14930921734257638,0.06606626510620117,0.003717490135549096,0.1,5,100,0.7,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",-0.5788007997438573,-0.6127510550882374,-0.607332283680999,-0.6125580179197108,-0.6009307261492732,-0.6024745765164156,0.012599288090211195,31
13.739561176300048,0.34326516209964886,0.07036819458007812,0.0040247500450473995,0.1,5,300,0.3,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.3}",,,,,,,,68
18.68628978729248,2.3270570388330944,0.08633499145507813,0.01837653485206627,0.1,5,300,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.5}",-0.6283965217556069,,-0.6673671103844836,-0.6548027188458146,,,,59
19.342406749725342,2.2667994630571644,0.07688164710998535,0.005997198335270969,0.1,5,300,0.7,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.7}",-0.610478168018184,-0.6538941858486234,-0.6360270102201534,-0.6425808728667166,-0.6382081556310765,-0.6362376785169508,0.014279130982219845,35
35.847330045700076,2.425330502642662,0.10573596954345703,0.021674389529599238,0.1,5,500,0.3,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,70
35.58045816421509,1.6866822024293615,0.12397685050964355,0.05990705495657444,0.1,5,500,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.5}",,,,-0.6898304341577226,,,,71
49.37131013870239,12.130095089729316,0.11558785438537597,0.04150265650328149,0.1,5,500,0.7,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.7}",-0.6221979079918833,-0.6618034510213379,-0.6483021005209979,-0.6563605731351339,-0.6522033245907095,-0.6481734714520125,0.01373893107820289,37
14.063724374771118,7.38538968007495,0.0939103603363037,0.017952588496642424,0.1,7,100,0.3,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.3}",,,,,,,,72
10.332948207855225,0.9512936674157103,0.08424057960510253,0.0024287547547002077,0.1,7,100,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.5}",-0.6058992088747184,-0.6338969849407046,-0.6257238084264574,-0.6254700830233474,-0.6204241989328073,-0.622282856839607,0.00926029221968703,34
14.681888580322266,2.6660559589048014,0.11797223091125489,0.026232056764429877,0.1,7,100,0.7,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",-0.5932227409748712,-0.6289618772615259,-0.6248671558245565,-0.6227269040551081,-0.6130527652436516,-0.6165662886719427,0.012788856554308885,33
34.88485522270203,3.1576539007112143,0.11387228965759277,0.041881750494435904,0.1,7,300,0.3,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.3}",,,,,,,,73
38.58561587333679,1.7138535386138845,0.12623076438903807,0.03759121105099845,0.1,7,300,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.5}",-0.6620241473160758,,,,-0.6659645301728983,,,74
40.00251898765564,3.9100670860526843,0.10485663414001464,0.03687374908076379,0.1,7,300,0.7,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.7}",-0.6200311712489913,-0.6547072570027713,-0.6521564397286059,-0.6510394226359126,-0.6507727375313028,-0.6457414056295168,0.012930108972064466,36
67.28054509162902,4.708623379075599,0.11608085632324219,0.038342445956864736,0.1,7,500,0.3,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,75
64.25378980636597,5.474896663639225,0.0962148666381836,0.026849252193806277,0.1,7,500,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.5}",-0.6499522562271998,,-0.691751023874385,-0.6961892506544676,-0.6752710906530988,,,76
57.93667831420898,4.56571317147506,0.07869071960449218,0.006121619122830065,0.1,7,500,0.7,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.7}",-0.6270539860134624,-0.6591856354019787,-0.658811447430413,-0.6584953395011356,,,,77
2.609787654876709,0.07689626277684643,0.07004256248474121,0.0047572744903710525,1,3,100,0.3,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.3}",,,,,,,,78
5.238295316696167,1.1963881021171219,0.08521428108215331,0.002960690557320101,1,3,100,0.5,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.5}",,,,,,,,79
3.726521635055542,0.12988790572002157,0.07714343070983887,0.004981084538940484,1,3,100,0.7,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",,,,,,,,60
9.710397481918335,0.31750844111333587,0.0823699951171875,0.0212936790475606,1,3,300,0.3,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.3}",,,,,,,,80
11.833450555801392,0.17806298047888372,0.06759848594665527,0.006789063072223214,1,3,300,0.5,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.5}",,,,,,,,58
11.345426893234253,0.5196734055361336,0.0681943416595459,0.00373818926174047,1,3,300,0.7,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.7}",,,,,,,,57
15.475635957717895,0.3195690496703089,0.07015986442565918,0.0030641646107535483,1,3,500,0.3,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,38
18.17004351615906,0.4826685354685973,0.07560958862304687,0.005066432608519499,1,3,500,0.5,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.5}",,,,,,,,39
18.609901571273802,0.7284535039900901,0.07524957656860351,0.004455048608270075,1,3,500,0.7,"{'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.7}",,,,,,,,40
5.117753505706787,0.2770292939334356,0.06394176483154297,0.002868763479688655,1,5,100,0.3,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.3}",,,,,,,,41
6.3088442325592045,0.10650361979752054,0.06459951400756836,0.0021200365435947634,1,5,100,0.5,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.5}",,,,,,,,42
6.435038757324219,0.19403799765879742,0.06712241172790527,0.0038566966537240434,1,5,100,0.7,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",,,,,,,,43
14.282146215438843,0.28826696217017406,0.06323261260986328,0.003286154809545994,1,5,300,0.3,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.3}",,,,,,,,44
18.60665864944458,0.1388450442908977,0.06879258155822754,0.0038734687995156916,1,5,300,0.5,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.5}",,,,,,,,45
19.208198022842407,0.14831962803372534,0.07018499374389649,0.004531171477727003,1,5,300,0.7,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.7}",,,,,,,,46
22.98522057533264,0.23335285906885836,0.06321964263916016,0.007366692617144968,1,5,500,0.3,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,47
30.59502248764038,0.36756005925814383,0.07235522270202636,0.003955070929664231,1,5,500,0.5,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.5}",,,,,,,,48
31.49925708770752,0.590958330207698,0.07948317527770996,0.006526075651404345,1,5,500,0.7,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.7}",,,,,,,,49
6.234286975860596,0.08467020893958294,0.062106752395629884,0.005024532024532333,1,7,100,0.3,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.3}",,,,,,,,50
8.800374269485474,0.16502189731142938,0.06896758079528809,0.004293971715341378,1,7,100,0.5,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.5}",,,,,,,,51
9.4808198928833,0.18263229241414672,0.0648470401763916,0.00484369305599311,1,7,100,0.7,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",,,,,,,,52
17.920198583602904,0.47647209728081263,0.061331987380981445,0.00780579415771694,1,7,300,0.3,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.3}",,,,,,,,53
26.334097576141357,0.3626648505036421,0.06113910675048828,0.0050487048631867775,1,7,300,0.5,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.5}",,,,,,,,54
28.309072637557982,0.563040931543492,0.06316561698913574,0.0022426128301271503,1,7,300,0.7,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.7}",,,,,,,,55
29.312417411804198,0.6821660050292556,0.06447243690490723,0.006380816785746207,1,7,500,0.3,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.3}",,,,,,,,56
43.738787746429445,0.7946537971768004,0.0647587776184082,0.004431538032028307,1,7,500,0.5,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.5}",,,,,,,,69
27.678894901275633,6.509214255069621,0.05988564491271973,0.005490406201310976,1,7,500,0.7,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.7}",,,,,,,,81
