mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.6439404010772707,0.22730777333648525,0.6750724792480469,0.10781634052557638,0.1,0.1,scale,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 'scale'}",-0.49307884526914314,-0.47823336057145494,-0.4853677969516721,-0.4767444938122869,-0.45403727843598174,-0.47749235500810777,0.013085948701421874,8
7.603954315185547,0.18022088751112653,1.601984691619873,0.049533024443784116,0.1,1,auto,"{'C': 0.1, 'epsilon': 1, 'gamma': 'auto'}",-0.7066587833191298,-0.6967801181061116,-0.7016103386158707,-0.7094158896857476,-0.6972202418497588,-0.7023370743153239,0.00502745815160599,38
1.3482503414154052,0.09426576671016054,0.3639795780181885,0.0656934168046042,0.1,1,scale,"{'C': 0.1, 'epsilon': 1, 'gamma': 'scale'}",-0.7041912993868901,-0.6943474554210084,-0.6991428767386664,-0.7068396965209722,-0.6944737150082674,-0.6997990086151609,0.005047220971546673,33
10.018588733673095,0.16372314561529386,1.8193004608154297,0.07817226989755699,1,0.0001,auto,"{'C': 1, 'epsilon': 0.0001, 'gamma': 'auto'}",-0.4882734829810021,-0.4734168563467014,-0.47990840965826975,-0.47334070693483854,-0.4508069823540746,-0.47314928765497727,0.01243956474334516,3
5.118993949890137,0.3113356410327859,0.8784634113311768,0.05102776441513124,1,0.0001,scale,"{'C': 1, 'epsilon': 0.0001, 'gamma': 'scale'}",-0.5183383537987396,-0.5042866603770035,-0.5110651944263696,-0.49988110033086447,-0.4775683476990677,-0.502227931326409,0.013823776452432593,24
9.763572597503662,0.1853233333535883,1.7169103145599365,0.03566275217519096,1,0.001,auto,"{'C': 1, 'epsilon': 0.001, 'gamma': 'auto'}",-0.4882289461370451,-0.47336545732586655,-0.4798637900289864,-0.47331656859035415,-0.4507889285440177,-0.47311273812525395,0.012430079119094816,2
4.611322498321533,0.08336226738636068,0.7976455211639404,0.06096017760003197,1,0.001,scale,"{'C': 1, 'epsilon': 0.001, 'gamma': 'scale'}",-0.5180407168066958,-0.5039576707360308,-0.5107468527043403,-0.4995975008310498,-0.47727112562218,-0.5019227733400594,0.013819579683047757,21
9.908553791046142,0.7781337148583343,2.1173198223114014,0.19896639286088103,1,0.01,auto,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto'}",-0.4878033140792369,-0.47289161935280843,-0.4794471947310728,-0.4731064938674905,-0.45065274788562865,-0.4727802739832475,0.012327901641305301,1
4.749424171447754,0.22924977245666417,0.8274762153625488,0.05125614760810262,1,0.01,scale,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale'}",-0.5149835545330672,-0.5008664592538633,-0.5076461307455654,-0.4967001073063564,-0.4743070183970775,-0.498900654047186,0.013774590819912716,15
9.827728986740112,0.5437480329878297,2.047212600708008,0.15913855651251338,1,0.1,auto,"{'C': 1, 'epsilon': 0.1, 'gamma': 'auto'}",-0.4877779420509076,-0.473029776299296,-0.4796849613083627,-0.47588695632005923,-0.45407437483001595,-0.4740908021617282,0.011168184486932482,4
4.845102453231812,0.17681809967569517,0.9095895767211915,0.04063626755728989,1,0.1,scale,"{'C': 1, 'epsilon': 0.1, 'gamma': 'scale'}",-0.49307986235150075,-0.47845279277971653,-0.4853481468577535,-0.4767455038722616,-0.4540240973630713,-0.4775300806448607,0.01309134125193449,9
8.794420433044433,0.36448070864209303,1.761664628982544,0.12383437026721886,1,1,auto,"{'C': 1, 'epsilon': 1, 'gamma': 'auto'}",-0.7280344568050204,-0.718152630430819,-0.722871721584626,-0.7319217793154238,-0.720772834598079,-0.7243506845467935,0.00498589752340723,39
2.4328422069549562,0.1392396048996301,0.4512664794921875,0.04639113511242995,1,1,scale,"{'C': 1, 'epsilon': 1, 'gamma': 'scale'}",-0.7042050190191285,-0.6944764769851505,-0.6991993340089476,-0.7068258994497066,-0.6945077787983405,-0.6998429016522547,0.005009322410210284,35
11.402794456481933,0.25755599036388704,2.118538331985474,0.2719670124877637,10,0.0001,auto,"{'C': 10, 'epsilon': 0.0001, 'gamma': 'auto'}",-0.515732430125846,-0.5049582829000985,-0.5074793433228126,-0.5101366276329723,-0.49681799575809266,-0.5070249359479644,0.006231568806048419,29
21.315788316726685,2.5196614665766885,1.2344136238098145,0.10524008941809482,10,0.0001,scale,"{'C': 10, 'epsilon': 0.0001, 'gamma': 'scale'}",-0.5192557070140986,-0.5055418686543043,-0.5110888878077229,-0.49972873101915205,-0.4780567089995687,-0.5027343806989693,0.013918731345648801,28
10.89976625442505,0.4825981908490433,1.9487234115600587,0.1657859792351485,10,0.001,auto,"{'C': 10, 'epsilon': 0.001, 'gamma': 'auto'}",-0.5158638837400085,-0.5050814280059207,-0.5076197093784149,-0.5102808925397189,-0.4969787365879606,-0.5071649300504047,0.006223943441092267,30
14.900015783309936,0.8948892080158464,0.9784591674804688,0.07896137234199906,10,0.001,scale,"{'C': 10, 'epsilon': 0.001, 'gamma': 'scale'}",-0.5190047682352553,-0.5052679003468815,-0.5108253893104083,-0.49945308001330907,-0.4777920175343632,-0.5024686310880435,0.01392224086046458,27
10.333778381347656,0.2568363036020677,1.969785213470459,0.14353750724387204,10,0.01,auto,"{'C': 10, 'epsilon': 0.01, 'gamma': 'auto'}",-0.5171734636905118,-0.5063757697545477,-0.5090292176288868,-0.511730623117041,-0.49861012838864854,-0.5085838405159271,0.006135678249026186,31
8.85715036392212,0.6984027003864317,0.794068717956543,0.10239006424735111,10,0.01,scale,"{'C': 10, 'epsilon': 0.01, 'gamma': 'scale'}",-0.5160404490509101,-0.5022564492488822,-0.507853681077116,-0.49664315360302397,-0.47495846335853287,-0.49955043926769294,0.013866537608699178,18
9.58972520828247,0.30967578523727657,2.0666667461395263,0.2384153614435795,10,0.1,auto,"{'C': 10, 'epsilon': 0.1, 'gamma': 'auto'}",-0.5319547533716797,-0.5210047903702881,-0.5242359145403099,-0.5272381769595701,-0.516262334701225,-0.5241391939886146,0.005339764359323819,32
8.674676036834716,0.5836370879588181,0.9709784984588623,0.10388179686276512,10,0.1,scale,"{'C': 10, 'epsilon': 0.1, 'gamma': 'scale'}",-0.4941818480646128,-0.48002238123430707,-0.48576702071454225,-0.4768283696638827,-0.45473154719405345,-0.4783062333742797,0.01318023947166877,10
8.369822311401368,0.06414053116803059,1.7822222232818603,0.20511885587783565,10,1,auto,"{'C': 10, 'epsilon': 1, 'gamma': 'auto'}",-0.7732235112470295,-0.7681455877360804,-0.7719421378880129,-0.7791005744371516,-0.7770309500683681,-0.7738885522753286,0.0038536291762588273,40
6.124736261367798,0.3867047472617893,0.5782901763916015,0.08729287370332976,10,1,scale,"{'C': 10, 'epsilon': 1, 'gamma': 'scale'}",-0.7042194447414423,-0.6951751328088265,-0.6994404728826481,-0.7068554008382298,-0.694541021990829,-0.7000462946523951,0.0048617357706237496,36
